,Day,Date,Time,PM2.5,PM10,NO2,SO2,CO,OZONE,AQI
0,Monday,01-08-2022,00:00:00,20.0,31.0,22.647151898734176,2.0,40.0,9.0,40
1,Monday,01-08-2022,01:00:00,20.0,30.0,22.647151898734176,3.0,37.0,9.0,40
2,Monday,01-08-2022,02:00:00,23.5,27.5,22.647151898734176,2.5,39.5,8.5,41
3,Monday,01-08-2022,03:00:00,27.0,25.0,22.647151898734176,2.0,42.0,8.0,41
4,Monday,01-08-2022,04:00:00,20.0,20.0,22.647151898734176,1.0,36.0,4.0,41
5,Monday,01-08-2022,05:00:00,15.0,17.0,22.647151898734176,2.0,31.0,5.0,41
6,Monday,01-08-2022,06:00:00,21.0,29.0,22.647151898734176,4.0,42.0,7.0,41
7,Monday,01-08-2022,07:00:00,48.0,54.0,22.647151898734176,6.0,53.0,7.0,41
8,Monday,01-08-2022,08:00:00,48.0,74.0,22.647151898734176,5.0,54.0,8.0,42
9,Monday,01-08-2022,09:00:00,45.0,77.0,22.647151898734176,2.0,71.0,10.0,46
10,Monday,01-08-2022,10:00:00,48.0,92.0,22.647151898734176,1.0,75.0,9.0,50
11,Monday,01-08-2022,11:00:00,62.0,106.0,22.647151898734176,2.0,60.0,9.0,52
12,Monday,01-08-2022,12:00:00,53.0,78.0,22.647151898734176,6.0,54.0,8.0,53
13,Monday,01-08-2022,13:00:00,47.0,58.0,22.647151898734176,3.0,62.0,7.0,56
14,Monday,01-08-2022,14:00:00,47.0,56.0,22.647151898734176,3.0,62.0,10.0,59
15,Monday,01-08-2022,15:00:00,58.0,59.0,22.647151898734176,3.0,61.0,11.0,61
16,Monday,01-08-2022,16:00:00,51.0,50.0,22.647151898734176,4.0,57.0,10.0,62
17,Monday,01-08-2022,17:00:00,38.0,40.0,22.647151898734176,5.0,55.0,10.0,62
18,Monday,01-08-2022,18:00:00,34.0,35.0,22.647151898734176,4.0,52.0,9.0,60
19,Monday,01-08-2022,19:00:00,35.0,39.0,22.647151898734176,4.0,54.0,8.0,57
20,Monday,01-08-2022,20:00:00,38.0,34.0,22.647151898734176,5.0,55.0,8.0,57
21,Monday,01-08-2022,21:00:00,40.0,32.0,22.647151898734176,4.0,42.0,8.0,56
22,Monday,01-08-2022,22:00:00,38.0,35.0,22.647151898734176,4.0,50.0,5.0,54
23,Monday,01-08-2022,23:00:00,28.0,41.0,22.647151898734176,4.0,48.0,8.0,53
24,Tuesday,02-08-2022,00:00:00,34.0,36.0,22.647151898734176,4.0,46.0,9.0,51
25,Tuesday,02-08-2022,01:00:00,53.0,40.0,22.647151898734176,5.0,38.0,9.0,49
26,Tuesday,02-08-2022,02:00:00,31.0,32.0,22.647151898734176,5.0,39.0,10.0,48
27,Tuesday,02-08-2022,03:00:00,29.0,31.0,22.647151898734176,4.0,45.0,9.0,49
28,Tuesday,02-08-2022,04:00:00,42.0,36.0,22.647151898734176,7.0,35.0,8.0,49
29,Tuesday,02-08-2022,05:00:00,34.0,32.0,22.647151898734176,5.0,18.0,9.0,50
30,Tuesday,02-08-2022,06:00:00,28.0,44.0,22.647151898734176,4.0,25.0,18.0,50
31,Tuesday,02-08-2022,07:00:00,20.0,42.0,22.647151898734176,4.0,40.0,5.0,50
32,Tuesday,02-08-2022,08:00:00,36.33333333333333,60.66666666666667,22.647151898734176,4.0,43.333333333333336,6.333333333333333,49
33,Tuesday,02-08-2022,09:00:00,52.666666666666664,79.33333333333334,22.647151898734176,4.0,46.666666666666664,7.666666666666666,48
34,Tuesday,02-08-2022,10:00:00,69.0,98.0,22.647151898734176,4.0,50.0,9.0,48
35,Tuesday,02-08-2022,11:00:00,48.0,70.0,22.647151898734176,5.0,44.0,9.0,46
36,Tuesday,02-08-2022,12:00:00,36.0,44.0,22.647151898734176,8.0,45.0,9.0,45
37,Tuesday,02-08-2022,13:00:00,33.0,43.0,22.647151898734176,8.0,31.0,8.0,44
38,Tuesday,02-08-2022,14:00:00,47.0,50.0,22.647151898734176,9.0,26.0,9.0,44
39,Tuesday,02-08-2022,15:00:00,45.0,42.0,22.647151898734176,7.0,30.0,4.0,43
40,Tuesday,02-08-2022,16:00:00,43.0,44.0,22.647151898734176,8.0,27.0,8.0,43
41,Tuesday,02-08-2022,17:00:00,45.0,42.0,22.647151898734176,2.0,45.0,8.0,43
42,Tuesday,02-08-2022,18:00:00,42.0,44.0,22.647151898734176,1.0,47.0,9.0,43
43,Tuesday,02-08-2022,19:00:00,43.0,49.0,22.647151898734176,0.0,55.0,11.0,44
44,Tuesday,02-08-2022,20:00:00,37.0,55.0,22.647151898734176,0.0,64.0,9.0,45
45,Tuesday,02-08-2022,21:00:00,38.0,64.0,22.647151898734176,2.0,62.0,9.0,46
46,Tuesday,02-08-2022,22:00:00,45.0,80.0,22.647151898734176,3.0,66.0,8.0,48
47,Tuesday,02-08-2022,23:00:00,62.0,88.0,22.647151898734176,3.0,62.0,6.0,51
48,Wednesday,03-08-2022,00:00:00,68.0,100.0,22.647151898734176,3.0,62.0,6.0,54
49,Wednesday,03-08-2022,01:00:00,71.0,123.0,22.647151898734176,2.0,53.0,7.0,57
50,Wednesday,03-08-2022,02:00:00,53.0,77.0,22.647151898734176,3.0,48.0,7.0,59
51,Wednesday,03-08-2022,03:00:00,40.0,52.0,22.647151898734176,2.0,46.0,9.0,60
52,Wednesday,03-08-2022,04:00:00,48.0,51.0,22.647151898734176,3.0,45.0,6.0,61
53,Wednesday,03-08-2022,05:00:00,42.0,44.0,22.647151898734176,2.0,65.0,9.0,61
54,Wednesday,03-08-2022,06:00:00,50.0,73.0,22.647151898734176,2.0,73.0,8.0,62
55,Wednesday,03-08-2022,07:00:00,55.0,64.0,22.647151898734176,3.0,82.0,9.0,64
56,Wednesday,03-08-2022,08:00:00,62.0,54.0,22.647151898734176,3.0,95.0,4.0,63
57,Wednesday,03-08-2022,09:00:00,60.0,45.0,22.647151898734176,2.0,42.0,6.0,62
58,Wednesday,03-08-2022,10:00:00,12.0,16.0,22.647151898734176,2.6666666666666665,38.0,8.0,59
59,Wednesday,03-08-2022,11:00:00,12.0,18.0,22.647151898734176,3.333333333333333,52.0,7.0,60
60,Wednesday,03-08-2022,12:00:00,14.5,23.0,22.647151898734176,4.0,42.0,10.0,59
61,Wednesday,03-08-2022,13:00:00,17.0,28.0,22.647151898734176,1.0,67.0,8.0,62
62,Wednesday,03-08-2022,14:00:00,32.0,41.0,22.647151898734176,1.0,90.0,9.0,65
63,Wednesday,03-08-2022,15:00:00,66.0,70.0,22.647151898734176,1.0,60.0,8.0,63
64,Wednesday,03-08-2022,16:00:00,29.0,41.0,22.647151898734176,3.0,56.0,6.0,60
65,Wednesday,03-08-2022,17:00:00,24.0,48.0,22.647151898734176,3.0,46.0,5.0,58
66,Wednesday,03-08-2022,18:00:00,20.0,57.0,22.647151898734176,3.0,46.0,7.0,58
67,Wednesday,03-08-2022,19:00:00,23.0,42.0,22.647151898734176,4.0,53.0,8.0,58
68,Wednesday,03-08-2022,20:00:00,22.0,56.0,22.647151898734176,3.0,75.0,9.0,59
69,Wednesday,03-08-2022,21:00:00,45.0,90.0,22.647151898734176,4.0,98.0,9.0,66
70,Wednesday,03-08-2022,22:00:00,72.0,92.0,22.647151898734176,4.0,108.0,10.0,70
71,Wednesday,03-08-2022,23:00:00,130.0,118.0,22.647151898734176,3.0,101.0,8.0,71
72,Thursday,04-08-2022,00:00:00,87.0,105.0,22.647151898734176,3.0,84.0,8.0,74
73,Thursday,04-08-2022,01:00:00,80.0,96.0,22.647151898734176,4.0,84.0,4.0,77
74,Thursday,04-08-2022,02:00:00,33.0,60.0,22.647151898734176,5.0,79.0,7.0,81
75,Thursday,04-08-2022,03:00:00,38.0,69.0,22.647151898734176,6.0,74.0,9.0,84
76,Thursday,04-08-2022,04:00:00,30.0,74.0,22.647151898734176,4.0,78.0,5.0,87
77,Thursday,04-08-2022,05:00:00,57.0,73.0,22.647151898734176,4.0,34.0,9.0,82
78,Thursday,04-08-2022,06:00:00,35.0,60.0,22.647151898734176,4.0,43.0,9.0,76
79,Thursday,04-08-2022,07:00:00,45.0,96.0,22.647151898734176,6.0,60.0,9.0,71
80,Thursday,04-08-2022,08:00:00,45.0,96.0,22.647151898734176,6.0,59.0,7.0,66
81,Thursday,04-08-2022,09:00:00,63.5,117.5,22.647151898734176,5.5,70.5,6.5,66
82,Thursday,04-08-2022,10:00:00,82.0,139.0,22.647151898734176,5.0,82.0,6.0,71
83,Thursday,04-08-2022,11:00:00,80.0,147.5,22.647151898734176,7.0,93.5,7.0,74
84,Thursday,04-08-2022,12:00:00,78.0,156.0,22.647151898734176,9.0,105.0,8.0,78
85,Thursday,04-08-2022,13:00:00,82.0,205.0,22.647151898734176,5.0,103.0,8.0,86
86,Thursday,04-08-2022,14:00:00,83.0,204.0,22.647151898734176,4.0,92.0,9.0,93
87,Thursday,04-08-2022,15:00:00,75.0,164.0,22.647151898734176,4.0,58.0,9.0,97
88,Thursday,04-08-2022,16:00:00,68.0,104.0,22.647151898734176,4.0,64.0,8.0,100
89,Thursday,04-08-2022,17:00:00,72.0,85.0,22.647151898734176,2.0,60.0,10.0,102
90,Thursday,04-08-2022,18:00:00,60.0,66.0,22.647151898734176,2.0,65.0,5.0,102
91,Thursday,04-08-2022,19:00:00,35.0,49.0,22.647151898734176,1.0,86.0,7.0,103
92,Thursday,04-08-2022,20:00:00,41.0,82.0,22.647151898734176,2.0,96.0,8.0,104
93,Thursday,04-08-2022,21:00:00,45.0,97.0,22.647151898734176,2.0,92.0,8.0,104
94,Thursday,04-08-2022,22:00:00,66.0,91.0,22.647151898734176,1.0,96.0,9.0,104
95,Thursday,04-08-2022,23:00:00,75.0,101.0,22.647151898734176,2.0,74.0,8.0,103
96,Friday,05-08-2022,00:00:00,28.0,55.0,22.647151898734176,1.0,57.0,8.0,101
97,Friday,05-08-2022,01:00:00,10.0,35.0,22.647151898734176,4.0,41.0,8.0,98
98,Friday,05-08-2022,02:00:00,25.0,22.0,22.647151898734176,2.0,40.0,9.0,96
99,Friday,05-08-2022,03:00:00,17.0,36.0,22.647151898734176,3.0,47.0,4.0,95
100,Friday,05-08-2022,04:00:00,16.0,38.0,22.647151898734176,2.0,41.0,7.0,93
101,Friday,05-08-2022,05:00:00,17.0,29.0,22.647151898734176,5.0,40.0,7.0,91
102,Friday,05-08-2022,06:00:00,14.0,32.0,22.647151898734176,4.0,45.0,9.0,90
103,Friday,05-08-2022,07:00:00,13.0,33.0,22.647151898734176,6.0,48.0,9.0,87
104,Friday,05-08-2022,08:00:00,32.0,45.0,22.647151898734176,6.0,56.0,10.0,85
105,Friday,05-08-2022,09:00:00,33.0,65.0,22.647151898734176,5.0,84.0,21.0,84
106,Friday,05-08-2022,10:00:00,23.0,82.0,22.647151898734176,5.0,80.0,29.0,82
107,Friday,05-08-2022,11:00:00,23.0,82.0,22.647151898734176,5.0,76.0,19.0,82
108,Friday,05-08-2022,12:00:00,32.0,96.0,22.647151898734176,7.0,70.0,7.0,79
109,Friday,05-08-2022,13:00:00,29.0,103.0,22.647151898734176,3.0,71.0,6.0,75
110,Friday,05-08-2022,14:00:00,32.0,105.0,22.647151898734176,1.0,64.0,7.0,71
111,Friday,05-08-2022,15:00:00,22.0,95.0,22.647151898734176,1.0,74.0,17.0,68
112,Friday,05-08-2022,16:00:00,27.0,108.0,30.0,1.0,72.0,12.0,71
113,Friday,05-08-2022,17:00:00,25.0,93.0,35.0,1.0,87.0,9.0,75
114,Friday,05-08-2022,18:00:00,25.0,91.0,36.0,1.0,93.0,7.0,76
115,Friday,05-08-2022,19:00:00,41.0,109.0,41.0,1.0,103.0,4.0,79
116,Friday,05-08-2022,20:00:00,43.0,111.0,34.0,0.0,103.0,3.0,82
117,Friday,05-08-2022,21:00:00,23.0,75.0,36.0,4.0,68.0,6.0,82
118,Friday,05-08-2022,22:00:00,30.0,73.0,42.0,6.0,86.0,8.0,83
119,Friday,05-08-2022,23:00:00,50.0,80.0,40.0,5.0,66.0,10.0,84
120,Saturday,06-08-2022,00:00:00,27.0,51.0,36.0,5.0,54.0,9.0,81
121,Saturday,06-08-2022,01:00:00,22.0,40.0,24.0,5.0,67.0,9.0,81
122,Saturday,06-08-2022,02:00:00,26.0,32.0,20.0,4.0,64.0,11.0,78
123,Saturday,06-08-2022,03:00:00,23.0,28.0,15.0,4.0,62.0,14.0,75
124,Saturday,06-08-2022,04:00:00,12.0,21.0,12.0,4.0,56.0,9.5,70
125,Saturday,06-08-2022,05:00:00,10.0,22.0,12.0,3.0,34.0,5.0,70
126,Saturday,06-08-2022,06:00:00,6.0,26.0,13.0,3.0,32.0,8.0,69
127,Saturday,06-08-2022,07:00:00,11.0,34.0,18.0,3.0,45.0,7.0,69
128,Saturday,06-08-2022,08:00:00,18.0,58.0,20.0,2.0,52.0,21.0,70
129,Saturday,06-08-2022,09:00:00,32.0,59.0,21.0,3.0,70.0,7.0,70
130,Saturday,06-08-2022,10:00:00,39.0,83.0,30.0,6.0,77.0,7.0,70
131,Saturday,06-08-2022,11:00:00,31.0,95.0,31.0,5.0,68.0,7.0,70
132,Saturday,06-08-2022,12:00:00,8.0,94.0,34.0,8.0,65.0,7.0,70
133,Saturday,06-08-2022,13:00:00,19.0,86.0,33.0,5.0,43.0,6.0,70
134,Saturday,06-08-2022,14:00:00,29.0,101.0,33.0,2.0,45.0,9.0,69
135,Saturday,06-08-2022,15:00:00,35.0,88.0,31.0,4.0,48.0,6.0,69
136,Saturday,06-08-2022,16:00:00,32.0,81.0,34.0,4.0,52.0,8.0,68
137,Saturday,06-08-2022,17:00:00,30.0,74.0,33.0,4.0,75.0,27.0,67
138,Saturday,06-08-2022,18:00:00,27.0,79.0,33.0,5.0,81.0,8.0,67
139,Saturday,06-08-2022,19:00:00,23.0,94.0,32.0,4.0,81.0,7.0,66
140,Saturday,06-08-2022,20:00:00,24.0,86.0,34.0,6.0,92.0,8.0,65
141,Saturday,06-08-2022,21:00:00,30.0,67.0,32.0,5.0,92.0,7.0,68
142,Saturday,06-08-2022,22:00:00,31.0,60.0,33.0,5.0,95.0,6.0,73
143,Saturday,06-08-2022,23:00:00,27.0,57.0,30.0,5.0,85.0,7.0,78
144,Sunday,07-08-2022,00:00:00,24.0,54.0,25.0,5.0,67.0,8.0,80
145,Sunday,07-08-2022,01:00:00,31.0,53.0,29.0,4.0,65.0,8.0,81
146,Sunday,07-08-2022,02:00:00,26.0,46.0,20.0,4.0,59.0,14.0,80
147,Sunday,07-08-2022,03:00:00,18.0,29.0,14.0,3.0,58.0,12.0,77
148,Sunday,07-08-2022,04:00:00,13.0,27.0,12.0,3.0,57.0,8.0,74
149,Sunday,07-08-2022,05:00:00,11.0,28.0,11.0,4.0,66.0,6.0,72
150,Sunday,07-08-2022,06:00:00,12.0,38.0,14.0,4.0,74.0,4.0,70
151,Sunday,07-08-2022,07:00:00,17.0,42.0,16.0,5.0,75.0,8.0,67
152,Sunday,07-08-2022,08:00:00,28.0,47.0,20.0,4.0,76.0,8.0,66
153,Sunday,07-08-2022,09:00:00,13.0,46.0,21.0,4.0,62.0,8.0,66
154,Sunday,07-08-2022,10:00:00,13.0,50.0,23.0,5.0,76.0,21.0,67
155,Sunday,07-08-2022,11:00:00,22.0,54.0,22.0,4.0,78.0,15.0,69
156,Sunday,07-08-2022,12:00:00,22.0,57.0,22.0,8.0,78.0,5.0,71
157,Sunday,07-08-2022,13:00:00,16.0,46.0,21.0,2.0,76.0,7.0,73
158,Sunday,07-08-2022,14:00:00,15.0,54.0,23.0,2.5,65.0,9.0,73
159,Sunday,07-08-2022,15:00:00,17.0,47.0,23.0,3.0,68.0,8.0,73
160,Sunday,07-08-2022,16:00:00,16.0,38.0,19.0,3.5,66.0,7.0,72
161,Sunday,07-08-2022,17:00:00,17.0,43.0,22.0,4.0,64.0,7.0,70
162,Sunday,07-08-2022,18:00:00,26.0,50.0,24.0,6.0,71.0,11.0,71
163,Sunday,07-08-2022,19:00:00,22.0,48.0,30.0,6.0,79.0,21.0,72
164,Sunday,07-08-2022,20:00:00,30.0,49.0,26.0,5.0,83.0,9.0,72
165,Sunday,07-08-2022,21:00:00,16.0,47.0,26.0,3.0,74.0,7.0,72
166,Sunday,07-08-2022,22:00:00,16.0,46.0,25.0,2.0,66.0,6.0,71
167,Sunday,07-08-2022,23:00:00,23.0,52.0,20.0,1.0,63.0,4.0,70
168,Monday,08-08-2022,00:00:00,21.0,39.0,17.0,1.0,55.0,7.0,69
169,Monday,08-08-2022,01:00:00,16.0,32.0,13.0,2.0,43.0,7.0,66
170,Monday,08-08-2022,02:00:00,20.0,27.0,10.0,3.0,42.0,7.0,64
171,Monday,08-08-2022,03:00:00,22.0,26.0,8.0,3.0,44.0,10.0,61
172,Monday,08-08-2022,04:00:00,11.0,27.0,9.0,2.0,46.0,8.0,57
173,Monday,08-08-2022,05:00:00,12.0,28.0,10.0,2.0,48.0,7.0,53
174,Monday,08-08-2022,06:00:00,21.0,30.0,13.0,1.0,54.0,7.0,51
175,Monday,08-08-2022,07:00:00,18.0,34.0,17.0,3.0,49.0,4.0,49
176,Monday,08-08-2022,08:00:00,28.0,41.0,20.0,2.0,62.0,7.0,49
177,Monday,08-08-2022,09:00:00,34.0,54.0,26.0,2.0,62.0,8.0,50
178,Monday,08-08-2022,10:00:00,35.0,71.0,27.0,3.0,69.0,8.0,53
179,Monday,08-08-2022,11:00:00,31.0,80.0,26.0,3.0,69.0,9.0,56
180,Monday,08-08-2022,12:00:00,35.0,66.0,29.0,7.0,76.0,19.0,59
181,Monday,08-08-2022,13:00:00,25.0,102.0,27.0,5.0,82.0,6.0,63
182,Monday,08-08-2022,14:00:00,27.0,131.0,27.0,3.0,84.0,7.0,67
183,Monday,08-08-2022,15:00:00,22.0,117.0,27.0,3.0,82.0,7.0,71
184,Monday,08-08-2022,16:00:00,23.0,111.0,27.0,3.0,77.0,2.0,74
185,Monday,08-08-2022,17:00:00,30.0,157.0,30.0,2.0,75.0,15.0,75
186,Monday,08-08-2022,18:00:00,28.0,133.0,34.0,2.0,90.0,3.0,78
187,Monday,08-08-2022,19:00:00,39.0,126.0,35.0,2.0,100.0,7.0,82
188,Monday,08-08-2022,20:00:00,39.0,126.0,46.0,2.0,116.0,22.0,87
189,Monday,08-08-2022,21:00:00,70.0,170.0,52.0,4.0,109.0,13.0,91
190,Monday,08-08-2022,22:00:00,78.0,183.0,45.0,5.0,100.0,7.0,93
191,Monday,08-08-2022,23:00:00,58.0,127.0,35.0,3.0,54.0,7.0,89
192,Tuesday,09-08-2022,00:00:00,39.0,92.0,25.0,3.0,29.0,6.0,87
193,Tuesday,09-08-2022,01:00:00,22.0,60.0,23.0,6.0,64.0,5.0,88
194,Tuesday,09-08-2022,02:00:00,16.0,64.0,15.0,6.0,54.0,8.0,90
195,Tuesday,09-08-2022,03:00:00,13.0,59.0,13.0,6.0,55.0,7.0,91
196,Tuesday,09-08-2022,04:00:00,28.0,68.0,13.0,8.0,57.0,9.0,93
197,Tuesday,09-08-2022,05:00:00,27.0,69.0,19.0,5.0,44.0,8.0,95
198,Tuesday,09-08-2022,06:00:00,26.0,64.0,24.0,5.0,50.0,7.0,96
199,Tuesday,09-08-2022,07:00:00,18.0,69.0,21.0,5.0,54.0,7.0,98
200,Tuesday,09-08-2022,08:00:00,15.0,81.0,23.0,5.0,24.0,6.0,99
201,Tuesday,09-08-2022,09:00:00,20.0,86.0,21.0,6.0,88.0,6.0,100
202,Tuesday,09-08-2022,10:00:00,24.0,86.0,19.0,5.0,82.0,6.0,101
203,Tuesday,09-08-2022,11:00:00,22.0,78.0,22.0,6.0,76.0,8.0,101
204,Tuesday,09-08-2022,12:00:00,27.0,111.0,21.0,8.0,74.0,9.0,103
205,Tuesday,09-08-2022,13:00:00,35.0,112.0,25.0,4.0,120.0,9.0,103
206,Tuesday,09-08-2022,14:00:00,28.0,101.0,24.0,2.0,118.0,8.0,102
207,Tuesday,09-08-2022,15:00:00,17.0,92.0,21.0,2.0,119.0,6.0,101
208,Tuesday,09-08-2022,16:00:00,15.0,83.0,24.0,3.0,119.0,8.0,100
209,Tuesday,09-08-2022,17:00:00,32.0,86.0,30.0,2.0,62.0,8.0,97
210,Tuesday,09-08-2022,18:00:00,26.0,86.0,32.0,2.0,77.0,3.0,95
211,Tuesday,09-08-2022,19:00:00,32.0,90.0,33.0,2.0,92.0,5.0,95
212,Tuesday,09-08-2022,20:00:00,35.0,89.0,33.0,2.0,100.0,6.0,98
213,Tuesday,09-08-2022,21:00:00,26.0,85.0,33.0,3.0,99.0,11.0,101
214,Tuesday,09-08-2022,22:00:00,26.0,82.0,31.0,3.0,87.0,8.0,97
215,Tuesday,09-08-2022,23:00:00,25.0,71.0,26.0,4.0,83.0,7.0,93
216,Wednesday,10-08-2022,00:00:00,26.0,63.0,19.0,4.0,63.0,7.0,87
217,Wednesday,10-08-2022,01:00:00,23.0,50.0,14.0,1.0,34.0,8.0,80
218,Wednesday,10-08-2022,02:00:00,12.0,40.0,12.0,1.25,32.0,5.0,79
219,Wednesday,10-08-2022,03:00:00,10.0,36.0,13.0,1.5,35.0,2.0,78
220,Wednesday,10-08-2022,04:00:00,13.5,34.5,14.0,1.75,37.5,3.0,79
221,Wednesday,10-08-2022,05:00:00,17.0,33.0,15.0,2.0,40.0,4.0,77
222,Wednesday,10-08-2022,06:00:00,13.0,39.0,18.0,4.0,54.0,14.0,76
223,Wednesday,10-08-2022,07:00:00,23.0,62.0,20.0,3.0,58.0,8.0,76
224,Wednesday,10-08-2022,08:00:00,29.0,84.0,21.0,3.0,70.0,8.0,76
225,Wednesday,10-08-2022,09:00:00,32.0,86.0,22.0,4.0,70.0,7.0,76
226,Wednesday,10-08-2022,10:00:00,19.0,86.0,21.0,4.0,68.0,5.0,76
227,Wednesday,10-08-2022,11:00:00,13.0,93.0,26.0,5.0,52.0,2.0,77
228,Wednesday,10-08-2022,12:00:00,30.0,138.0,26.0,8.0,64.0,5.0,78
229,Wednesday,10-08-2022,13:00:00,33.0,137.0,29.0,3.0,57.0,6.0,79
230,Wednesday,10-08-2022,14:00:00,33.0,134.0,30.0,3.0,62.0,11.0,80
231,Wednesday,10-08-2022,15:00:00,21.0,107.0,30.0,2.0,82.0,7.0,81
232,Wednesday,10-08-2022,16:00:00,26.0,95.0,30.0,1.0,79.0,8.0,81
233,Wednesday,10-08-2022,17:00:00,32.0,94.0,31.0,1.0,70.0,7.0,82
234,Wednesday,10-08-2022,18:00:00,30.0,98.0,30.0,2.0,72.0,8.0,82
235,Wednesday,10-08-2022,19:00:00,33.0,101.0,36.0,4.0,69.0,3.0,83
236,Wednesday,10-08-2022,20:00:00,37.0,98.0,46.0,3.0,87.0,13.0,83
237,Wednesday,10-08-2022,21:00:00,37.0,99.0,25.0,4.0,78.0,4.0,84
238,Wednesday,10-08-2022,22:00:00,14.0,49.0,14.0,4.0,65.0,8.0,82
239,Wednesday,10-08-2022,23:00:00,19.0,51.0,15.0,5.0,73.0,8.0,81
240,Thursday,11-08-2022,00:00:00,27.0,59.0,11.0,5.0,66.0,9.0,81
241,Thursday,11-08-2022,01:00:00,23.0,58.0,21.0,4.0,12.0,9.0,82
242,Thursday,11-08-2022,02:00:00,23.0,50.0,18.0,4.0,10.0,16.0,82
243,Thursday,11-08-2022,03:00:00,17.0,49.0,16.0,4.0,20.0,3.0,83
244,Thursday,11-08-2022,04:00:00,12.0,40.0,15.0,3.0,30.0,4.0,81
245,Thursday,11-08-2022,05:00:00,20.0,40.0,23.0,4.0,40.0,5.0,81
246,Thursday,11-08-2022,06:00:00,22.0,46.0,21.0,4.0,51.0,5.0,81
247,Thursday,11-08-2022,07:00:00,15.0,43.0,28.0,4.0,60.0,6.0,81
248,Thursday,11-08-2022,08:00:00,35.0,65.0,24.0,5.0,63.0,15.0,80
249,Thursday,11-08-2022,09:00:00,28.0,82.0,22.0,2.0,47.0,6.0,80
250,Thursday,11-08-2022,10:00:00,26.0,81.0,22.0,1.75,53.0,6.0,79
251,Thursday,11-08-2022,11:00:00,24.0,86.0,25.0,1.5,28.0,7.0,79
252,Thursday,11-08-2022,12:00:00,20.0,80.0,24.0,1.25,26.0,5.0,77
253,Thursday,11-08-2022,13:00:00,22.0,81.0,26.0,1.0,17.0,4.0,74
254,Thursday,11-08-2022,14:00:00,27.0,71.0,28.0,2.0,24.0,6.0,72
255,Thursday,11-08-2022,15:00:00,37.0,76.0,25.0,2.0,24.0,7.0,70
256,Thursday,11-08-2022,16:00:00,29.0,64.0,29.0,1.0,67.0,10.0,69
257,Thursday,11-08-2022,17:00:00,28.0,69.0,30.0,2.0,75.0,7.0,68
258,Thursday,11-08-2022,18:00:00,18.0,74.0,38.0,3.0,88.0,7.0,67
259,Thursday,11-08-2022,19:00:00,27.0,85.0,24.0,1.0,66.0,4.0,66
260,Thursday,11-08-2022,20:00:00,63.0,84.0,21.0,3.0,55.0,5.0,66
261,Thursday,11-08-2022,21:00:00,34.0,62.0,30.0,4.0,62.0,5.0,64
262,Thursday,11-08-2022,22:00:00,27.0,71.0,19.0,5.0,44.0,7.0,65
263,Thursday,11-08-2022,23:00:00,22.0,58.0,12.0,3.0,41.0,7.0,66
264,Friday,12-08-2022,00:00:00,12.0,53.0,10.0,4.0,38.0,8.0,65
265,Friday,12-08-2022,01:00:00,19.0,46.0,13.0,4.0,29.0,9.0,65
266,Friday,12-08-2022,02:00:00,14.0,35.0,15.0,4.0,26.0,8.0,64
267,Friday,12-08-2022,03:00:00,15.0,42.0,19.0,4.0,30.0,9.0,64
268,Friday,12-08-2022,04:00:00,25.0,50.0,17.0,4.0,28.0,7.0,64
269,Friday,12-08-2022,05:00:00,25.0,54.0,15.0,2.0,16.0,7.0,65
270,Friday,12-08-2022,06:00:00,23.0,46.0,16.0,1.0,17.0,6.0,65
271,Friday,12-08-2022,07:00:00,13.0,49.0,19.0,1.0,29.0,7.0,65
272,Friday,12-08-2022,08:00:00,28.0,66.0,21.0,1.0,33.0,7.0,65
273,Friday,12-08-2022,09:00:00,32.0,71.0,22.0,2.0,67.0,19.0,65
274,Friday,12-08-2022,10:00:00,28.0,74.0,23.0,2.0,78.0,14.0,64
275,Friday,12-08-2022,11:00:00,22.0,69.0,25.0,4.0,75.0,7.0,64
276,Friday,12-08-2022,12:00:00,16.0,66.0,23.0,5.0,77.0,7.0,63
277,Friday,12-08-2022,13:00:00,18.0,77.0,25.0,5.0,62.0,7.0,63
278,Friday,12-08-2022,14:00:00,27.0,100.0,28.0,4.0,62.0,4.0,64
279,Friday,12-08-2022,15:00:00,39.0,108.0,34.0,4.0,68.0,4.0,66
280,Friday,12-08-2022,16:00:00,56.0,103.0,37.0,4.0,68.0,9.0,67
281,Friday,12-08-2022,17:00:00,38.0,101.0,33.0,2.0,78.0,10.0,71
282,Friday,12-08-2022,18:00:00,40.0,109.0,51.0,2.0,99.0,11.0,74
283,Friday,12-08-2022,19:00:00,48.0,118.0,53.0,1.0,104.0,8.0,77
284,Friday,12-08-2022,20:00:00,49.0,110.0,36.0,3.0,82.0,5.0,78
285,Friday,12-08-2022,21:00:00,48.0,85.0,25.0,5.0,70.0,6.0,77
286,Friday,12-08-2022,22:00:00,58.0,68.0,20.0,4.0,67.0,3.0,78
287,Friday,12-08-2022,23:00:00,71.0,72.0,17.0,4.0,66.0,7.0,78
288,Saturday,13-08-2022,00:00:00,48.0,64.0,18.0,4.0,59.0,8.0,77
289,Saturday,13-08-2022,01:00:00,27.0,54.0,15.0,2.0,54.0,8.0,75
