,Day,Date,Time,PM2.5,PM10,NO2,SO2,CO,OZONE,AQI
590,Thursday,25-08-2022,14:00:00,38.0,68.0,27.0,2.0,52.0,9.0,72
591,Thursday,25-08-2022,15:00:00,23.0,41.0,28.0,4.0,54.0,8.0,72
592,Thursday,25-08-2022,16:00:00,29.0,50.0,33.0,3.0,81.0,10.0,73
593,Thursday,25-08-2022,17:00:00,36.0,92.0,37.0,3.0,86.0,15.0,73
594,Thursday,25-08-2022,18:00:00,44.0,94.0,28.0,4.0,67.0,6.0,71
595,Thursday,25-08-2022,19:00:00,33.0,76.0,24.0,4.0,75.0,7.0,70
596,Thursday,25-08-2022,20:00:00,47.0,76.0,25.0,4.0,81.0,8.0,70
597,Thursday,25-08-2022,21:00:00,39.0,89.0,48.0,4.0,105.0,7.0,74
598,Thursday,25-08-2022,22:00:00,57.0,108.0,52.0,3.0,108.0,12.0,79
599,Thursday,25-08-2022,23:00:00,60.0,116.0,45.0,2.0,101.0,8.0,84
600,Friday,26-08-2022,00:00:00,60.0,94.0,30.0,3.0,77.0,8.0,87
601,Friday,26-08-2022,01:00:00,28.0,57.0,31.0,4.0,65.0,8.0,85
602,Friday,26-08-2022,02:00:00,38.0,76.0,28.0,5.0,59.0,6.0,82
603,Friday,26-08-2022,03:00:00,36.0,68.0,18.0,5.0,57.0,5.0,81
604,Friday,26-08-2022,04:00:00,36.25,67.0,20.5,5.5,61.25,8.0,82
605,Friday,26-08-2022,05:00:00,36.5,66.0,23.0,6.0,65.5,11.0,82
606,Friday,26-08-2022,06:00:00,36.75,65.0,25.5,6.5,69.75,14.0,82
607,Friday,26-08-2022,07:00:00,37.0,64.0,28.0,7.0,74.0,17.0,83
608,Friday,26-08-2022,08:00:00,49.0,69.0,26.0,7.0,82.0,20.0,83
609,Friday,26-08-2022,09:00:00,53.0,92.0,26.0,5.0,88.0,6.0,83
610,Friday,26-08-2022,10:00:00,42.0,97.0,29.0,3.0,82.0,6.0,83
611,Friday,26-08-2022,11:00:00,30.0,74.0,28.0,4.0,68.0,4.0,81
612,Friday,26-08-2022,12:00:00,33.0,59.0,22.0,6.0,53.0,6.0,78
613,Friday,26-08-2022,13:00:00,20.0,27.0,20.0,6.0,52.0,6.0,76
614,Friday,26-08-2022,14:00:00,18.0,28.0,23.0,4.0,68.0,7.0,74
615,Friday,26-08-2022,15:00:00,29.0,35.0,29.0,7.0,89.0,11.0,73
616,Friday,26-08-2022,16:00:00,33.0,36.0,28.0,5.0,61.0,9.0,73
617,Friday,26-08-2022,17:00:00,28.0,39.0,22.0,3.0,54.0,8.0,70
618,Friday,26-08-2022,18:00:00,32.0,34.0,19.0,2.0,54.0,8.0,67
619,Friday,26-08-2022,19:00:00,35.0,30.0,18.0,2.0,52.0,6.0,65
620,Friday,26-08-2022,20:00:00,34.0,31.0,17.0,2.0,57.0,6.0,63
621,Friday,26-08-2022,21:00:00,38.0,31.0,25.0,5.0,62.0,7.0,61
622,Friday,26-08-2022,22:00:00,21.0,37.0,20.0,6.0,74.0,8.0,63
623,Friday,26-08-2022,23:00:00,30.0,54.0,34.0,5.0,98.0,9.0,67
624,Saturday,27-08-2022,00:00:00,48.0,48.0,25.0,5.0,69.0,9.0,65
625,Saturday,27-08-2022,01:00:00,31.0,29.0,19.0,4.0,55.0,8.0,64
626,Saturday,27-08-2022,02:00:00,12.0,13.0,17.0,3.0,54.0,7.0,64
627,Saturday,27-08-2022,03:00:00,19.0,18.0,17.0,5.0,53.0,8.0,64
628,Saturday,27-08-2022,04:00:00,15.0,14.0,14.0,4.0,52.0,4.0,64
629,Saturday,27-08-2022,05:00:00,16.0,16.0,14.0,3.0,49.0,6.0,63
630,Saturday,27-08-2022,06:00:00,15.0,16.0,17.0,1.0,54.0,8.0,62
631,Saturday,27-08-2022,07:00:00,21.0,24.0,21.0,2.0,64.0,8.0,61
632,Saturday,27-08-2022,08:00:00,23.0,30.0,26.0,2.0,67.0,10.0,57
633,Saturday,27-08-2022,09:00:00,35.0,35.0,32.0,3.0,80.0,10.0,59
634,Saturday,27-08-2022,10:00:00,26.0,47.0,39.0,3.0,89.0,14.0,62
635,Saturday,27-08-2022,11:00:00,34.0,63.0,42.0,4.0,95.0,10.0,67
636,Saturday,27-08-2022,12:00:00,35.0,76.0,48.0,5.0,94.0,7.0,72
637,Saturday,27-08-2022,13:00:00,40.0,80.0,28.0,2.0,70.0,6.0,74
638,Saturday,27-08-2022,14:00:00,32.0,66.0,21.0,1.0,59.0,9.0,75
639,Saturday,27-08-2022,15:00:00,47.0,55.0,16.0,2.0,57.0,9.0,75
640,Saturday,27-08-2022,16:00:00,37.0,49.0,17.0,2.0,53.0,9.0,74
641,Saturday,27-08-2022,17:00:00,21.0,37.0,20.0,3.0,53.0,9.0,72
642,Saturday,27-08-2022,18:00:00,26.0,31.0,31.0,2.0,54.0,9.0,69
643,Saturday,27-08-2022,19:00:00,20.0,22.0,31.0,2.0,56.0,10.0,66
644,Saturday,27-08-2022,20:00:00,21.0,30.0,26.0,2.0,63.0,9.0,62
645,Saturday,27-08-2022,21:00:00,26.0,41.0,27.0,1.0,86.0,5.0,61
646,Saturday,27-08-2022,22:00:00,19.0,47.0,34.0,1.25,93.0,6.0,64
647,Saturday,27-08-2022,23:00:00,22.0,38.0,33.0,1.5,89.0,7.0,67
648,Sunday,28-08-2022,00:00:00,22.0,41.0,30.0,1.75,82.0,8.0,70
649,Sunday,28-08-2022,01:00:00,21.0,38.0,26.0,2.0,56.0,12.0,70
650,Sunday,28-08-2022,02:00:00,15.0,16.0,17.0,3.0,47.0,12.0,70
651,Sunday,28-08-2022,03:00:00,12.0,16.0,15.0,2.0,46.0,6.0,69
652,Sunday,28-08-2022,04:00:00,8.0,13.0,12.0,3.0,47.0,8.0,68
653,Sunday,28-08-2022,05:00:00,10.0,20.0,12.0,1.0,52.0,6.0,66
654,Sunday,28-08-2022,06:00:00,12.0,22.0,13.0,0.0,57.0,4.0,63
655,Sunday,28-08-2022,07:00:00,22.0,32.0,19.0,1.0,60.0,8.0,60
656,Sunday,28-08-2022,08:00:00,21.0,34.0,20.0,1.0,65.0,7.0,57
657,Sunday,28-08-2022,09:00:00,30.0,54.0,24.0,1.0,71.0,8.0,56
658,Sunday,28-08-2022,10:00:00,36.0,83.0,29.0,2.0,73.0,13.0,58
659,Sunday,28-08-2022,11:00:00,31.0,84.0,29.0,2.0,69.0,11.0,60
660,Sunday,28-08-2022,12:00:00,25.0,76.0,21.0,5.0,54.0,5.0,61
661,Sunday,28-08-2022,13:00:00,23.0,40.0,23.0,2.0,52.0,8.0,61
662,Sunday,28-08-2022,14:00:00,22.0,33.0,21.0,1.0,53.0,4.0,62
663,Sunday,28-08-2022,15:00:00,25.0,30.0,15.0,1.0,56.0,7.0,61
664,Sunday,28-08-2022,16:00:00,30.0,31.0,14.0,1.0,50.0,9.0,60
665,Sunday,28-08-2022,17:00:00,20.0,32.0,19.0,3.0,63.0,8.0,60
666,Sunday,28-08-2022,18:00:00,22.0,42.0,37.0,4.0,88.0,10.0,62
667,Sunday,28-08-2022,19:00:00,34.0,61.0,56.0,5.0,73.0,9.0,62
668,Sunday,28-08-2022,20:00:00,47.0,51.0,42.0,6.0,55.0,12.0,60
669,Sunday,28-08-2022,21:00:00,36.0,50.0,56.0,6.0,109.0,11.0,67
670,Sunday,28-08-2022,22:00:00,73.0,102.0,50.0,8.0,114.0,8.0,73
671,Sunday,28-08-2022,23:00:00,66.0,97.0,50.0,7.0,112.0,5.0,80
672,Monday,29-08-2022,00:00:00,49.0,86.0,46.0,6.0,105.0,6.0,85
673,Monday,29-08-2022,01:00:00,42.0,69.0,39.0,7.0,91.0,7.0,90
674,Monday,29-08-2022,02:00:00,31.0,49.0,32.0,6.0,72.0,9.0,91
675,Monday,29-08-2022,03:00:00,25.0,39.0,22.0,6.0,57.0,10.0,88
676,Monday,29-08-2022,04:00:00,22.0,27.0,18.0,4.0,53.0,7.0,85
677,Monday,29-08-2022,05:00:00,11.0,24.0,19.0,4.0,57.0,20.0,86
678,Monday,29-08-2022,06:00:00,19.0,22.0,25.0,5.0,53.0,5.0,79
679,Monday,29-08-2022,07:00:00,15.0,15.0,27.0,6.0,55.0,3.0,73
680,Monday,29-08-2022,08:00:00,17.0,18.0,20.0,5.0,63.0,6.0,67
681,Monday,29-08-2022,09:00:00,19.0,21.0,23.0,3.0,78.0,9.0,64
682,Monday,29-08-2022,10:00:00,30.0,24.0,37.0,2.0,100.0,7.0,65
683,Monday,29-08-2022,11:00:00,54.0,51.0,50.0,2.0,94.0,10.0,68
684,Monday,29-08-2022,12:00:00,51.0,60.0,38.0,5.0,80.0,9.0,70
685,Monday,29-08-2022,13:00:00,45.0,54.0,20.0,7.0,68.0,9.0,72
686,Monday,29-08-2022,14:00:00,34.0,34.0,17.0,5.0,65.0,8.0,73
687,Monday,29-08-2022,15:00:00,29.0,26.0,16.0,6.0,59.0,7.0,74
688,Monday,29-08-2022,16:00:00,25.0,25.0,12.0,6.0,55.0,6.0,74
689,Monday,29-08-2022,17:00:00,36.0,27.0,12.0,10.0,50.0,8.0,72
690,Monday,29-08-2022,18:00:00,27.0,26.0,12.0,8.0,49.0,7.0,69
691,Monday,29-08-2022,19:00:00,23.0,27.0,30.0,7.0,49.0,8.0,63
692,Monday,29-08-2022,20:00:00,25.0,25.0,27.8,8.0,49.0,9.0,58
693,Monday,29-08-2022,21:00:00,18.0,19.0,25.6,9.0,49.0,9.0,55
694,Monday,29-08-2022,22:00:00,20.0,18.0,23.4,6.0,49.0,8.0,53
695,Monday,29-08-2022,23:00:00,19.0,19.0,21.2,5.0,51.0,8.0,51
696,Tuesday,30-08-2022,00:00:00,18.0,21.0,19.0,5.0,51.0,4.0,50
697,Tuesday,30-08-2022,01:00:00,21.0,21.0,23.0,9.0,49.0,5.0,50
698,Tuesday,30-08-2022,02:00:00,18.0,24.0,13.0,12.0,48.0,8.0,49
699,Tuesday,30-08-2022,03:00:00,15.0,19.0,13.0,11.0,48.0,7.0,49
700,Tuesday,30-08-2022,04:00:00,21.0,20.0,13.0,12.0,47.0,8.0,49
701,Tuesday,30-08-2022,05:00:00,25.0,45.0,24.0,7.0,65.0,9.0,51
702,Tuesday,30-08-2022,06:00:00,38.0,112.0,41.0,8.0,73.0,8.0,53
703,Tuesday,30-08-2022,07:00:00,62.0,123.0,37.0,8.0,93.0,8.0,58
704,Tuesday,30-08-2022,08:00:00,80.0,119.0,42.0,5.0,96.0,8.0,63
705,Tuesday,30-08-2022,09:00:00,76.0,97.0,19.0,9.0,58.0,4.0,64
706,Tuesday,30-08-2022,10:00:00,40.0,32.0,18.0,8.0,56.0,6.0,65
707,Tuesday,30-08-2022,11:00:00,35.0,33.0,7.0,7.0,50.0,7.0,65
708,Tuesday,30-08-2022,12:00:00,23.0,24.0,3.0,9.0,49.0,8.0,65
709,Tuesday,30-08-2022,13:00:00,25.0,25.0,6.0,3.0,47.0,9.0,65
710,Tuesday,30-08-2022,14:00:00,27.0,23.0,10.0,2.0,47.0,8.0,63
711,Tuesday,30-08-2022,15:00:00,22.0,22.0,8.0,1.0,46.0,8.0,60
712,Tuesday,30-08-2022,16:00:00,16.0,17.0,9.0,1.0,45.0,10.0,55
713,Tuesday,30-08-2022,17:00:00,13.0,16.0,12.0,4.0,45.0,7.0,49
714,Tuesday,30-08-2022,18:00:00,17.0,21.0,13.0,4.0,45.0,6.0,48
715,Tuesday,30-08-2022,19:00:00,18.0,22.0,20.0,6.0,48.0,7.0,47
716,Tuesday,30-08-2022,20:00:00,23.0,24.0,21.0,5.0,48.0,6.0,47
717,Tuesday,30-08-2022,21:00:00,21.0,25.0,20.0,6.0,46.0,9.0,46
718,Tuesday,30-08-2022,22:00:00,18.0,26.0,19.0,4.0,46.0,8.0,46
719,Tuesday,30-08-2022,23:00:00,25.0,22.0,14.0,5.0,46.0,9.0,46
720,Wednesday,31-08-2022,00:00:00,21.0,16.0,15.0,4.0,44.0,9.0,46
721,Wednesday,31-08-2022,01:00:00,10.0,14.0,17.0,2.0,46.0,10.0,46
722,Wednesday,31-08-2022,02:00:00,9.0,20.0,14.0,2.0,48.0,3.0,46
723,Wednesday,31-08-2022,03:00:00,10.0,16.0,20.0,3.0,55.0,6.0,47
724,Wednesday,31-08-2022,04:00:00,12.0,12.0,15.0,6.0,52.0,6.0,48
725,Wednesday,31-08-2022,05:00:00,11.0,12.0,10.0,5.0,46.0,7.0,48
726,Wednesday,31-08-2022,06:00:00,12.0,13.0,22.0,6.0,74.0,10.0,51
727,Wednesday,31-08-2022,07:00:00,31.0,46.0,23.0,6.0,91.0,8.0,56
728,Wednesday,31-08-2022,08:00:00,59.0,94.0,24.0,5.0,75.0,9.0,59
729,Wednesday,31-08-2022,09:00:00,47.0,65.0,13.0,6.0,51.0,8.0,60
730,Wednesday,31-08-2022,10:00:00,17.0,21.0,12.0,5.0,50.0,5.0,60
731,Wednesday,31-08-2022,11:00:00,13.0,17.333333333333332,11.0,5.0,46.0,5.0,60
732,Wednesday,31-08-2022,12:00:00,10.5,13.666666666666668,10.0,7.0,47.0,8.0,59
733,Wednesday,31-08-2022,13:00:00,8.0,10.0,8.0,2.0,48.0,7.0,59
734,Wednesday,31-08-2022,14:00:00,8.0,10.0,12.0,2.0,50.0,9.0,59
735,Wednesday,31-08-2022,15:00:00,9.0,9.0,12.0,4.0,52.0,8.0,57
736,Wednesday,31-08-2022,16:00:00,9.0,10.0,8.0,2.0,47.0,8.0,52
737,Wednesday,31-08-2022,17:00:00,5.0,16.0,6.0,4.0,46.0,8.0,49
738,Wednesday,31-08-2022,18:00:00,5.0,16.0,10.0,5.0,61.0,8.0,50
739,Wednesday,31-08-2022,19:00:00,6.0,20.0,11.0,5.0,63.0,4.0,51
740,Wednesday,31-08-2022,20:00:00,12.0,13.0,19.0,6.0,86.0,6.0,56
741,Wednesday,31-08-2022,21:00:00,19.0,22.0,18.0,3.0,77.0,6.0,59
742,Wednesday,31-08-2022,22:00:00,15.0,24.0,18.0,4.0,106.0,7.0,65
743,Wednesday,31-08-2022,23:00:00,4.0,48.0,20.0,4.0,106.0,11.0,72
