Day,Date,Time,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI
Thursday,18-08-2022,09:00:00,42,60,41,,3,92,7,56
Thursday,18-08-2022,10:00:00,48,83,44,,3,92,10,61
Thursday,18-08-2022,11:00:00,48,92,35,,44,75,10,65
Thursday,18-08-2022,12:00:00,33,92,26,,5,67,8,68
Thursday,18-08-2022,13:00:00,35,70,15,,5,58,9,70
Thursday,18-08-2022,14:00:00,29,50,14,,4,55,9,70
Thursday,18-08-2022,15:00:00,29,44,21,,4,53,6,70
Thursday,18-08-2022,16:00:00,35,42,12,,4,53,9,68
Thursday,18-08-2022,17:00:00,34,41,12,,6,55,9,67
Thursday,18-08-2022,18:00:00,26,43,18,,6,59,9,63
Thursday,18-08-2022,19:00:00,28,44,21,,5,65,10,60
Thursday,18-08-2022,20:00:00,24,38,21,,5,70,9,59
Thursday,18-08-2022,21:00:00,29,43,17,,4,71,9,60
Thursday,18-08-2022,22:00:00,43,51,16,,3,73,8,62
Thursday,18-08-2022,23:00:00,46,57,16,,3,67,6,63
Friday,19-08-2022,00:00:00,29,52,16,,3,62,7,67
Friday,19-08-2022,01:00:00,27,49,9,,5,54,8,64
Friday,19-08-2022,02:00:00,4,36,9,,4,60,7,65
Friday,19-08-2022,03:00:00,17,38,7,,4,49,10,63
Friday,19-08-2022,04:00:00,22,30,17,,4,51,7,62
Friday,19-08-2022,05:00:00,35,35,17,,2,50,9,60
Friday,19-08-2022,06:00:00,30,42,22,,1,51,14,57
Friday,19-08-2022,07:00:00,39,52,21,,1,48,12,55
Friday,19-08-2022,08:00:00,31,60,22,,0,55,11,53
Friday,19-08-2022,09:00:00,33,66,24,,0,68,6,54
Friday,19-08-2022,10:00:00,45,78,28,,1,75,7,56
Friday,19-08-2022,11:00:00,43,84,33,,1,79,7,58
Friday,19-08-2022,12:00:00,43,70,29,,2,74,10,61
Friday,19-08-2022,13:00:00,37,64,35,,2,77,13,64
Friday,19-08-2022,14:00:00,42,60,30,,1,64,4,66
Friday,19-08-2022,15:00:00,23,40,21,,3,50,3,66
Friday,19-08-2022,16:00:00,20,37,16,,3,47,2,65
Friday,19-08-2022,17:00:00,29,32,18,,5,51,6,65
Friday,19-08-2022,18:00:00,32,33,21,,6,52,8,63
Friday,19-08-2022,19:00:00,33,41,25,,6,59,8,61
Friday,19-08-2022,20:00:00,25,54,22,,6,69,11,60
Friday,19-08-2022,21:00:00,28,55,17,,7,67,9,60
Friday,19-08-2022,22:00:00,25,45,16,,8,68,9,59
Friday,19-08-2022,23:00:00,26,48,29,,6,86,10,61
Saturday,20-08-2022,00:00:00,35,71,34,,5,78,9,64
Saturday,20-08-2022,01:00:00,38,72,21,,5,62,4,66
Saturday,20-08-2022,02:00:00,28,62,24,,4,63,7,67
Saturday,20-08-2022,03:00:00,32,57,27,,5,60,6,68
Saturday,20-08-2022,04:00:00,42,59,21,,6,61,6,68
Saturday,20-08-2022,05:00:00,42,69,25,,4,59,10,67
Saturday,20-08-2022,06:00:00,43,68,23,,4,62,9,67
Saturday,20-08-2022,07:00:00,43,70,24,,3,70,9,67
Saturday,20-08-2022,08:00:00,44,91,22,,4,68,9,65
Saturday,20-08-2022,09:00:00,38,103,22,,5,74,5,64
Saturday,20-08-2022,10:00:00,39,103,23,,5,74,6,66
Saturday,20-08-2022,11:00:00,25,97,25,,4,74,7,67
Saturday,20-08-2022,12:00:00,20,84,27,,7,72,8,68
Saturday,20-08-2022,13:00:00,18,78,21,,3,74,10,70
Saturday,20-08-2022,14:00:00,18,68,24,,1,78,12,72
Saturday,20-08-2022,15:00:00,18,64,28,,1,82,8,74
Saturday,20-08-2022,16:00:00,26,72,28,,2,77,8,75
Saturday,20-08-2022,17:00:00,34,80,33,,3,77,8,76
Saturday,20-08-2022,18:00:00,33,82,36,,5,63,5,75
Saturday,20-08-2022,19:00:00,41,88,18,,5,68,7,74
Saturday,20-08-2022,20:00:00,44,78,32,,3,96,8,76
Saturday,20-08-2022,21:00:00,54,98,43,,2,100,7,79
Saturday,20-08-2022,22:00:00,49,88,46,,3,101,10,82
Saturday,20-08-2022,23:00:00,62,88,44,,1,98,9,85
Sunday,21-08-2022,00:00:00,61,80,27,,3,73,8,84
Sunday,21-08-2022,01:00:00,46,66,19,,2,62,8,82
Sunday,21-08-2022,02:00:00,36,54,16,,,58,6,80
Sunday,21-08-2022,03:00:00,29,51,14,,0,58,7,79
Sunday,21-08-2022,04:00:00,45,59,24,,0,61,7,79
Sunday,21-08-2022,05:00:00,54,69,36,,2,62,8,78
Sunday,21-08-2022,06:00:00,52,65,29,,3,68,9,78
Sunday,21-08-2022,07:00:00,52,75,26,,3,75,9,78
Sunday,21-08-2022,08:00:00,49,82,23,,4,71,9,78
Sunday,21-08-2022,09:00:00,,,,,,,,77
Sunday,21-08-2022,10:00:00,29,85,22,,6,64,5,76
Sunday,21-08-2022,11:00:00,26,83,21,,6,66,4,76
Sunday,21-08-2022,12:00:00,,,,,,,,74
Sunday,21-08-2022,13:00:00,30,75,22,,4,70,7,75
Sunday,21-08-2022,14:00:00,14,76,21,,2,70,8,75
Sunday,21-08-2022,15:00:00,19,78,19,,1,68,18,75
Sunday,21-08-2022,16:00:00,19,54,17,,2,62,6,75
Sunday,21-08-2022,17:00:00,31,74,14,,2,55,9,75
Sunday,21-08-2022,18:00:00,44,77,13,,4,55,11,75
Sunday,21-08-2022,19:00:00,32,68,16,,4,58,25,74
Sunday,21-08-2022,20:00:00,7,61,22,,4,66,6,73
Sunday,21-08-2022,21:00:00,30,58,25,,3,71,7,71
Sunday,21-08-2022,22:00:00,47,37,22,,1,81,7,69
Sunday,21-08-2022,23:00:00,10,13,35,,3,88,9,67
Monday,22-08-2022,00:00:00,10,13,11,,3,53,10,65
Monday,22-08-2022,01:00:00,13,12,5,,2,49,8,64
Monday,22-08-2022,02:00:00,10,10,6,,1,50,9,63
Monday,22-08-2022,03:00:00,3,7,6,,1,49,8,63
Monday,22-08-2022,04:00:00,10,17,5,,2,50,1,62
Monday,22-08-2022,05:00:00,10,19,12,,5,52,11,60
Monday,22-08-2022,06:00:00,17,21,15,,7,56,6,59
Monday,22-08-2022,07:00:00,23,30,18,,8,65,6,57
Monday,22-08-2022,08:00:00,37,40,18,,7,72,8,55
Monday,22-08-2022,09:00:00,30,45,28,,5,87,9,59
Monday,22-08-2022,10:00:00,39,60,27,,3,90,8,63
Monday,22-08-2022,11:00:00,,,,,,,,65
Monday,22-08-2022,12:00:00,25,63,25,,5,75,9,68
Monday,22-08-2022,13:00:00,31,64,26,,3,77,5,72
Monday,22-08-2022,14:00:00,22,60,25,,1,72,6,74
Monday,22-08-2022,15:00:00,21,54,25,,1,76,8,77
Monday,22-08-2022,16:00:00,22,58,30,,1,77,8,78
Monday,22-08-2022,17:00:00,19,65,26,,5,70,11,78
Monday,22-08-2022,18:00:00,21,48,22,,8,56,8,74
Monday,22-08-2022,19:00:00,25,42,25,,9,56,9,70
Monday,22-08-2022,20:00:00,22,43,22,,9,54,12,68
Monday,22-08-2022,21:00:00,18,40,26,,5,68,5,67
Monday,22-08-2022,22:00:00,10,44,19,,3,73,6,67
Monday,22-08-2022,23:00:00,30,34,14,,3,61,7,66
Tuesday,23-08-2022,00:00:00,12,22,13,,2,53,7,63
Tuesday,23-08-2022,01:00:00,6,18,13,,1,48,8,60
Tuesday,23-08-2022,02:00:00,7,14,12,,1,46,9,57
Tuesday,23-08-2022,03:00:00,14,16,13,,1,46,9,56
Tuesday,23-08-2022,04:00:00,,,,,,,,56
Tuesday,23-08-2022,05:00:00,,,,,,,,53
Tuesday,23-08-2022,06:00:00,,,,,,,,51
Tuesday,23-08-2022,07:00:00,,,,,,,,48
Tuesday,23-08-2022,08:00:00,,,,,,,,53
Tuesday,23-08-2022,09:00:00,,,,,,,,59
Tuesday,23-08-2022,10:00:00,40,65,25,,4,85,19,59
Tuesday,23-08-2022,11:00:00,21,68,27,,3,79,7,70
Tuesday,23-08-2022,12:00:00,18,58,29,,5,82,7,82
Tuesday,23-08-2022,13:00:00,28,54,26,,3,77,7,81
Tuesday,23-08-2022,14:00:00,22,52,23,,1,73,7,79
Tuesday,23-08-2022,15:00:00,21,48,23,,1,72,6,78
Tuesday,23-08-2022,16:00:00,11,41,16,,2,58,8,75
Tuesday,23-08-2022,17:00:00,13,48,12,,3,55,8,73
Tuesday,23-08-2022,18:00:00,33,39,14,,6,54,9,71
Tuesday,23-08-2022,19:00:00,46,51,32,,5,61,9,68
Tuesday,23-08-2022,20:00:00,29,62,23,,5,63,9,66
Tuesday,23-08-2022,21:00:00,34,48,20,,5,63,9,64
Tuesday,23-08-2022,22:00:00,24,38,13,,4,63,9,62
Tuesday,23-08-2022,23:00:00,10,30,8,,4,59,4,61
Wednesday,24-08-2022,00:00:00,12,24,9,,5,56,6,59
Wednesday,24-08-2022,01:00:00,17,31,11,,3,53,7,59
Wednesday,24-08-2022,02:00:00,18,38,11,,2,51,7,58
Wednesday,24-08-2022,03:00:00,20,28,9,,3,47,10,57
Wednesday,24-08-2022,04:00:00,18,27,5,,3,44,7,55
Wednesday,24-08-2022,05:00:00,12,11,10,,5,49,8,54
Wednesday,24-08-2022,06:00:00,14,12,14,,5,57,9,53
Wednesday,24-08-2022,07:00:00,23,18,21,,6,68,5,54
Wednesday,24-08-2022,08:00:00,33,30,23,,6,80,5,56
Wednesday,24-08-2022,09:00:00,38,34,23,,5,92,7,60
Wednesday,24-08-2022,10:00:00,52,44,28,,4,101,8,65
Wednesday,24-08-2022,11:00:00,49,52,28,,5,87,8,69
Wednesday,24-08-2022,12:00:00,26,51,26,,7,78,9,73
Wednesday,24-08-2022,13:00:00,23,56,26,,4,84,8,77
Wednesday,24-08-2022,14:00:00,25,68,32,,3,61,9,81
Wednesday,24-08-2022,15:00:00,33,67,29,,2,76,7,83
Wednesday,24-08-2022,16:00:00,36,72,37,,5,60,4,82
Wednesday,24-08-2022,17:00:00,28,54,37,,3,66,6,81
Wednesday,24-08-2022,18:00:00,34,66,59,,5,109,6,82
Wednesday,24-08-2022,19:00:00,70,115,55,,6,117,7,84
Wednesday,24-08-2022,20:00:00,71,108,68,,5,81,9,84
Wednesday,24-08-2022,21:00:00,39,61,39,,7,54,9,81
Wednesday,24-08-2022,22:00:00,25,34,28,,6,70,8,79
Wednesday,24-08-2022,23:00:00,24,46,18,,4,70,8,78
Thursday,25-08-2022,00:00:00,42,57,22,,3,59,8,76
Thursday,25-08-2022,01:00:00,40,50,52,,2,60,4,76
Thursday,25-08-2022,02:00:00,24,46,25,,3,61,6,76
Thursday,25-08-2022,03:00:00,25,50,16,,3,52,7,69
Thursday,25-08-2022,04:00:00,20,28,10,,2,48,6,62
Thursday,25-08-2022,05:00:00,18,22,10,,3,52,10,58
Thursday,25-08-2022,06:00:00,12,26,14,,2,55,9,59
Thursday,25-08-2022,07:00:00,20,38,15,,2,73,9,59
Thursday,25-08-2022,08:00:00,36,73,25,,3,84,8,60
Thursday,25-08-2022,09:00:00,50,95,35,,4,87,5,64
Thursday,25-08-2022,10:00:00,62,103,30,,5,82,6,66
Thursday,25-08-2022,11:00:00,60,105,34,,5,80,7,68
Thursday,25-08-2022,12:00:00,70,116,29,,7,71,7,70
Thursday,25-08-2022,13:00:00,40,86,26,,4,67,9,72
Thursday,25-08-2022,14:00:00,38,68,27,,2,52,9,72
Thursday,25-08-2022,15:00:00,23,41,28,,4,54,8,72
Thursday,25-08-2022,16:00:00,29,50,33,,3,81,10,73
Thursday,25-08-2022,17:00:00,36,92,37,,3,86,15,73
Thursday,25-08-2022,18:00:00,44,94,28,,4,67,6,71
Thursday,25-08-2022,19:00:00,33,76,24,,4,75,7,70
Thursday,25-08-2022,20:00:00,47,76,25,,4,81,8,70
Thursday,25-08-2022,21:00:00,39,89,48,,4,105,7,74
Thursday,25-08-2022,22:00:00,57,108,52,,3,108,12,79
Thursday,25-08-2022,23:00:00,60,116,45,,2,101,8,84
Friday,26-08-2022,00:00:00,60,94,30,,3,77,8,87
Friday,26-08-2022,01:00:00,28,57,31,,4,65,8,85
Friday,26-08-2022,02:00:00,38,76,28,,5,59,6,82
Friday,26-08-2022,03:00:00,36,68,18,,5,57,5,81
Friday,26-08-2022,04:00:00,,,,,,,,82
Friday,26-08-2022,05:00:00,,,,,,,,82
Friday,26-08-2022,06:00:00,,,,,,,,82
Friday,26-08-2022,07:00:00,37,64,28,,7,74,,83
Friday,26-08-2022,08:00:00,49,69,26,,7,82,20,83
Friday,26-08-2022,09:00:00,53,92,26,,5,88,6,83
Friday,26-08-2022,10:00:00,42,97,29,,3,82,6,83
Friday,26-08-2022,11:00:00,30,74,28,,4,68,4,81
Friday,26-08-2022,12:00:00,33,59,22,,6,53,6,78
Friday,26-08-2022,13:00:00,20,27,20,,6,52,6,76
Friday,26-08-2022,14:00:00,18,28,23,,4,68,7,74
Friday,26-08-2022,15:00:00,29,35,29,,7,89,11,73
Friday,26-08-2022,16:00:00,33,36,28,,5,61,9,73
Friday,26-08-2022,17:00:00,28,39,22,,3,54,8,70
Friday,26-08-2022,18:00:00,32,34,19,,2,54,8,67
Friday,26-08-2022,19:00:00,35,30,18,,2,52,6,65
Friday,26-08-2022,20:00:00,34,31,17,,2,57,6,63
Friday,26-08-2022,21:00:00,38,31,25,,5,62,7,61
Friday,26-08-2022,22:00:00,21,37,20,,6,74,8,63
Friday,26-08-2022,23:00:00,30,54,34,,5,98,9,67
Saturday,27-08-2022,00:00:00,48,48,25,,5,69,9,65
Saturday,27-08-2022,01:00:00,31,29,19,,4,55,8,64
Saturday,27-08-2022,02:00:00,12,13,17,,3,54,7,64
Saturday,27-08-2022,03:00:00,19,18,17,,5,53,8,64
Saturday,27-08-2022,04:00:00,15,14,14,,4,52,4,64
Saturday,27-08-2022,05:00:00,16,16,14,,3,49,6,63
Saturday,27-08-2022,06:00:00,15,16,17,,1,54,8,62
Saturday,27-08-2022,07:00:00,21,24,21,,2,64,8,61
Saturday,27-08-2022,08:00:00,23,30,26,,2,67,10,57
Saturday,27-08-2022,09:00:00,35,35,32,,3,80,10,59
Saturday,27-08-2022,10:00:00,26,47,39,,3,89,14,62
Saturday,27-08-2022,11:00:00,34,63,42,,4,95,10,67
Saturday,27-08-2022,12:00:00,35,76,48,,5,94,7,72
Saturday,27-08-2022,13:00:00,40,80,28,,2,70,6,74
Saturday,27-08-2022,14:00:00,32,66,21,,1,59,9,75
Saturday,27-08-2022,15:00:00,47,55,16,,2,57,9,75
Saturday,27-08-2022,16:00:00,37,49,17,,2,53,9,74
Saturday,27-08-2022,17:00:00,21,37,20,,3,53,9,72
Saturday,27-08-2022,18:00:00,26,31,31,,2,54,9,69
Saturday,27-08-2022,19:00:00,20,22,31,,2,56,10,66
Saturday,27-08-2022,20:00:00,21,30,26,,2,63,9,62
Saturday,27-08-2022,21:00:00,26,41,27,,1,86,5,61
Saturday,27-08-2022,22:00:00,19,47,34,,,93,6,64
Saturday,27-08-2022,23:00:00,22,38,33,,,89,7,67
Sunday,28-08-2022,00:00:00,22,41,30,,,82,8,70
Sunday,28-08-2022,01:00:00,21,38,26,,2,56,12,70
Sunday,28-08-2022,02:00:00,15,16,17,,3,47,12,70
Sunday,28-08-2022,03:00:00,12,16,15,,2,46,6,69
Sunday,28-08-2022,04:00:00,8,13,12,,3,47,8,68
Sunday,28-08-2022,05:00:00,10,20,12,,1,52,6,66
Sunday,28-08-2022,06:00:00,12,22,13,,0,57,4,63
Sunday,28-08-2022,07:00:00,22,32,19,,1,60,8,60
Sunday,28-08-2022,08:00:00,21,34,20,,1,65,7,57
Sunday,28-08-2022,09:00:00,30,54,24,,1,71,8,56
Sunday,28-08-2022,10:00:00,36,83,29,,2,73,13,58
Sunday,28-08-2022,11:00:00,31,84,29,,2,69,11,60
Sunday,28-08-2022,12:00:00,25,76,21,,5,54,5,61
Sunday,28-08-2022,13:00:00,23,40,23,,2,52,8,61
Sunday,28-08-2022,14:00:00,22,33,21,,1,53,4,62
Sunday,28-08-2022,15:00:00,25,30,15,,1,56,7,61
Sunday,28-08-2022,16:00:00,30,31,14,,1,50,9,60
Sunday,28-08-2022,17:00:00,20,32,19,,3,63,8,60
Sunday,28-08-2022,18:00:00,22,42,37,,4,88,10,62
Sunday,28-08-2022,19:00:00,34,61,56,,5,73,9,62
Sunday,28-08-2022,20:00:00,47,51,42,,6,55,12,60
Sunday,28-08-2022,21:00:00,36,50,56,,6,109,11,67
Sunday,28-08-2022,22:00:00,73,102,50,,8,114,8,73
Sunday,28-08-2022,23:00:00,66,97,50,,7,112,5,80
Monday,29-08-2022,00:00:00,49,86,46,,6,105,6,85
Monday,29-08-2022,01:00:00,42,69,39,,7,91,7,90
Monday,29-08-2022,02:00:00,31,49,32,,6,72,9,91
Monday,29-08-2022,03:00:00,25,39,22,,6,57,10,88
Monday,29-08-2022,04:00:00,22,27,18,,4,53,7,85
Monday,29-08-2022,05:00:00,11,24,19,,4,57,20,86
Monday,29-08-2022,06:00:00,19,22,25,,5,53,5,79
Monday,29-08-2022,07:00:00,15,15,27,,6,55,3,73
Monday,29-08-2022,08:00:00,17,18,20,,5,63,6,67
Monday,29-08-2022,09:00:00,19,21,23,,3,78,9,64
Monday,29-08-2022,10:00:00,30,24,37,,2,100,7,65
Monday,29-08-2022,11:00:00,54,51,50,,2,94,10,68
Monday,29-08-2022,12:00:00,51,60,38,,5,80,9,70
Monday,29-08-2022,13:00:00,45,54,20,,7,68,9,72
Monday,29-08-2022,14:00:00,34,34,17,,5,65,8,73
Monday,29-08-2022,15:00:00,29,26,16,,6,59,7,74
Monday,29-08-2022,16:00:00,25,25,12,,6,55,6,74
Monday,29-08-2022,17:00:00,36,27,12,,10,50,8,72
Monday,29-08-2022,18:00:00,27,26,12,,8,49,7,69
Monday,29-08-2022,19:00:00,23,27,30,,7,49,8,63
Monday,29-08-2022,20:00:00,25,25,,,8,49,9,58
Monday,29-08-2022,21:00:00,18,19,,,9,49,9,55
Monday,29-08-2022,22:00:00,20,18,,,6,49,8,53
Monday,29-08-2022,23:00:00,19,19,,,5,51,8,51
Tuesday,30-08-2022,00:00:00,18,21,19,,5,51,4,50
Tuesday,30-08-2022,01:00:00,21,21,23,,9,49,5,50
Tuesday,30-08-2022,02:00:00,18,24,13,,12,48,8,49
Tuesday,30-08-2022,03:00:00,15,19,13,,11,48,7,49
Tuesday,30-08-2022,04:00:00,21,20,13,,12,47,8,49
Tuesday,30-08-2022,05:00:00,25,45,24,,7,65,9,51
Tuesday,30-08-2022,06:00:00,38,112,41,,8,73,8,53
Tuesday,30-08-2022,07:00:00,62,123,37,,8,93,8,58
Tuesday,30-08-2022,08:00:00,80,119,42,,5,96,8,63
Tuesday,30-08-2022,09:00:00,76,97,19,,9,58,4,64
Tuesday,30-08-2022,10:00:00,40,32,18,,8,56,6,65
Tuesday,30-08-2022,11:00:00,35,33,7,,7,50,7,65
Tuesday,30-08-2022,12:00:00,23,24,3,,9,49,8,65
Tuesday,30-08-2022,13:00:00,25,25,6,,3,47,9,65
Tuesday,30-08-2022,14:00:00,27,23,10,,2,47,8,63
Tuesday,30-08-2022,15:00:00,22,22,8,,1,46,8,60
Tuesday,30-08-2022,16:00:00,16,17,9,,1,45,10,55
Tuesday,30-08-2022,17:00:00,13,16,12,,4,45,7,49
Tuesday,30-08-2022,18:00:00,17,21,13,,4,45,6,48
Tuesday,30-08-2022,19:00:00,18,22,20,,6,48,7,47
Tuesday,30-08-2022,20:00:00,23,24,21,,5,48,6,47
Tuesday,30-08-2022,21:00:00,21,25,20,,6,46,9,46
Tuesday,30-08-2022,22:00:00,18,26,19,,4,46,8,46
Tuesday,30-08-2022,23:00:00,25,22,14,,5,46,9,46
Wednesday,31-08-2022,00:00:00,21,16,15,,4,44,9,46
Wednesday,31-08-2022,01:00:00,10,14,17,,2,46,10,46
Wednesday,31-08-2022,02:00:00,9,20,14,,2,48,3,46
Wednesday,31-08-2022,03:00:00,10,16,20,,3,55,6,47
Wednesday,31-08-2022,04:00:00,12,12,15,,6,52,6,48
Wednesday,31-08-2022,05:00:00,11,12,10,,5,46,7,48
Wednesday,31-08-2022,06:00:00,12,13,22,,6,74,10,51
Wednesday,31-08-2022,07:00:00,31,46,23,,6,91,8,56
Wednesday,31-08-2022,08:00:00,59,94,24,,5,75,9,59
Wednesday,31-08-2022,09:00:00,47,65,13,,6,51,8,60
Wednesday,31-08-2022,10:00:00,17,21,12,,5,50,5,60
Wednesday,31-08-2022,11:00:00,13,,11,,5,46,5,60
Wednesday,31-08-2022,12:00:00,,,10,,7,47,8,59
Wednesday,31-08-2022,13:00:00,8,10,8,,2,48,7,59
Wednesday,31-08-2022,14:00:00,8,10,12,,2,50,9,59
Wednesday,31-08-2022,15:00:00,9,9,12,,4,52,8,57
Wednesday,31-08-2022,16:00:00,9,10,8,,2,47,8,52
Wednesday,31-08-2022,17:00:00,5,16,6,,4,46,8,49
Wednesday,31-08-2022,18:00:00,5,16,10,,5,61,8,50
Wednesday,31-08-2022,19:00:00,6,20,11,,5,63,4,51
Wednesday,31-08-2022,20:00:00,12,13,19,,6,86,6,56
Wednesday,31-08-2022,21:00:00,19,22,18,,3,77,6,59
Wednesday,31-08-2022,22:00:00,15,24,18,,4,106,7,65
Wednesday,31-08-2022,23:00:00,4,48,20,,,106,11,72
